InvoiceNo,InvoiceDate,CustomerID,ProductCategory,Quantity,UnitPrice,Channel,Country
INV902052,2023-12-24,C101091,Books,4,21.75,Email, United Kingdom
INV901190,2023-11-09,C100620,Beauty,5,14.56,Organic Search,United Kingdom
INV902521,2023-12-06,C101352,Sports & Outdoors,5,67.55,Paid Ads,DE
INV903177,2024-05-01,C101720,Toys,3,22.0,Referral,united kingdom
INV901786,2024-11-21,C100949,Sports & Outdoors,4,136.2,Referral,USA
INV900797,2023-08-25,,Books,2,34.63,Email,France
INV900456,2024-08-15,C100234,Office Supplies,4,37.28,Social,france
INV901869,2024-08-13,C100994,Beauty,4,19.69,Organic Search,united states
INV902493,2024-04-27,C101339,Office Supplies,2,17.28,Paid Ads,US
INV901871,2024-04-07,C100995,Electronics,2,376.04,Organic Search,DE
INV900160,2024-04-27,C100085,Home & Kitchen,3,139.73,Social,France
INV903112,2024-07-22,C101680,Beauty,4,23.14,Organic Search,Germany
INV900891,2024-11-23,C100450,Office Supplies,3,26.15,Referral,united kingdom
INV900817,2023-12-09,C100413,Apparel,5,34.1,Organic Search,france
INV902776,2024-01-27,C101484,Electronics,5,395.09,Organic Search,Ireland
INV901748,2023-09-19,C100924,Apparel,1,79.59,Email,france
INV901492,2024-11-16,C100794,Toys,1,29.71,Email,United Kingdom
INV902428,2024-07-15,C101313,Electronics,4,251.83,Paid Ads,United Kingdom
INV903302,2023-12-24,C101785,Books,3,29.36,Email,United Kingdom
INV901353,2023-10-26,C100717,Beauty,1,10.97,Paid Ads,US
INV902105,2024-01-09,C101121,Books,4,5.02,Organic Search,france
INV901388,2023-07-09,C100747,Electronics,1,470.28,Referral,USA
INV901641,2024-07-09,C100866,Toys,5,49.91,Social,US
INV903054,2023-02-17,C101652,Apparel,4,64.13,Email,France
INV900696,2023-03-18,C100358,Office Supplies,2,33.02,Paid Ads,united kingdom
INV902804,2024-08-26,C101495,Sports & Outdoors,5,19.4,Social,germany
INV902339,2023-03-18,C101271,Home & Kitchen,1,127.61,Organic Search,united kingdom
INV901972,2023-07-22,C101049,Electronics,3,218.82,Social, United Kingdom
INV900689,2023-04-20,C100356,Books,3,11.27,Referral,france
INV901693,2024-06-19,C100886,Toys,5,44.45,Paid Ads, United Kingdom
INV901522,2023-08-11,C100808,Apparel,3,68.99,Referral,france
INV902950,2023-12-22,C101575,Electronics,5,111.63,Organic Search,united kingdom
INV900769,2024-06-19,,Office Supplies,2,35.08,Paid Ads,UK
INV902833,2023-07-02,C101510,Home & Kitchen,3,16.13,Email,France
INV900901,2024-12-11,C100455,Books,5,30.03,Organic Search, United Kingdom
INV901101,2023-11-28,C100575,Electronics,3,384.75,Paid Ads,united states
INV902903,2023-11-03,C101552,Books,5,17.73,Email,UK
INV902124,2024-07-04,C101134,Toys,3,24.34,Organic Search,UK
INV902593,2024-07-25,C101396,Toys,5,41.74,Email,DE
INV900094,2024-06-13,C100046,Electronics,1,259.09,Email, United Kingdom
INV901539,2023-06-28,C100816,Home & Kitchen,4,128.7,Paid Ads,france
INV903257,2024-05-18,C101763,Home & Kitchen,3,28.68,Organic Search,Ireland
INV901443,2023-12-06,C100769,Beauty,2,32.58,Referral,Ireland
INV901861,2023-07-28,C100988,Sports & Outdoors,3,160.44,Referral,France
INV900769,2024-06-19,C100395,Toys,2,63.48,Paid Ads,UK
INV900685,2024-08-19,C100355,Apparel,1,73.47,Referral,germany
INV901510,2024-12-19,C100802,Sports & Outdoors,5,158.84,Paid Ads,UK
INV901419,2024-10-11,C100759,Toys,2,14.09,Organic Search,united states
INV902004,2023-08-06,C101068,Electronics,1,570.87,Paid Ads,france
INV902042,2024-05-16,C101086,Toys,3,34.1,Organic Search,ireland
INV900046,2023-12-12,C100022,Sports & Outdoors,4,182.16,Email, United Kingdom
INV900404,2023-09-27,C100218,Electronics,3,46.15,Organic Search,UK
INV900236,2024-07-10,C100121,Office Supplies,4,6.78,Email,france
INV902209,2023-12-24,C101184,Sports & Outdoors,3,114.54,Email,Ireland
INV900484,2024-12-15,C100246,Electronics,4,273.72,Email,UK
INV900968,2024-01-01,C100505,Apparel,2,71.05,Organic Search,United Kingdom
INV901793,2023-09-10,C100953,Electronics,2,375.06,Referral,united kingdom
INV902746,2023-09-02,C101472,Electronics,4,379.79,Organic Search,ireland
INV902092,2023-11-22,C101115,Books,4,31.23,Paid Ads,united kingdom
INV901693,2024-06-19,C100886,Office Supplies,2,41.04,Paid Ads, United Kingdom
INV900392,2024-11-13,C100212,Sports & Outdoors,3,179.63,Email,germany
INV901968,2023-07-10,C101045,Beauty,3,32.79,Social,france
INV901021,2024-12-26,C100522,Office Supplies,1,25.97,Paid Ads,United States
INV902559,2023-11-26,C101372,Office Supplies,2,29.12,Referral, United Kingdom
INV902125,2023-03-25,C101135,Apparel,3,27.59,Referral,DE
INV901282,2024-09-12,C100670,Electronics,3,249.04,Paid Ads,USA
INV901509,2024-04-12,C100802,Toys,3,6.32,Paid Ads,united kingdom
INV902558,2023-11-26,C101372,Beauty,4,38.98,Referral,UK
INV901450,2024-03-04,C100773,Toys,5,36.58,Organic Search, United Kingdom
INV901086,2024-06-10,C100567,Home & Kitchen,3,63.92,Organic Search,USA
INV901571,2023-05-15,C100831,Sports & Outdoors,1,61.04,Organic Search,UK
INV900122,2024-12-19,C100056,Toys,4,27.9,Referral,US
INV902820,2023-11-13,C101502,Books,4,22.58,Referral,united kingdom
INV901201,2024-08-04,C100628,Apparel,4,70.55,Organic Search,Germany
INV901958,2024-06-26,C101039,Toys,5,30.29,Organic Search,Germany
INV900313,2023-05-12,C100169,Books,-1,34.83,Paid Ads,United Kingdom
INV901657,2024-04-09,C100875,Apparel,3,18.91,Paid Ads, United Kingdom
INV901146,2024-05-18,C100596,Sports & Outdoors,5,194.44,Referral,United States
INV902322,2023-12-05,C101262,Home & Kitchen,3,107.98,Paid Ads,france
INV902793,2023-11-15,C101489,Electronics,4,203.51,Organic Search,germany
INV902885,2023-12-22,C101533,Toys,4,58.7,Paid Ads,US
INV902382,2024-06-03,C101291,Apparel,3,71.63,Paid Ads,germany
INV900108,2024-07-02,C100053,Beauty,1,43.95,Organic Search,united kingdom
INV901978,2024-10-06,C101051,Books,3,17.55,Organic Search,germany
INV901594,2023-12-14,C100844,Home & Kitchen,5,18.22,Email,united kingdom
INV900797,2023-08-25,C100407,Apparel,1,41.61,Email,France
INV903111,2024-09-05,,Home & Kitchen,1,140.38,Social,United Kingdom
INV900855,2023-12-07,C100439,Home & Kitchen,1,118.08,Paid Ads,UK
INV903176,2023-11-11,C101720,Home & Kitchen,4,136.38,Referral,United Kingdom
INV901388,2023-07-09,C100747,Apparel,2,48.52,Referral,USA
INV900634,2023-12-21,C100327,Books,-5,9.53,Paid Ads,United States
INV900008,2023-03-13,C100006,Sports & Outdoors,2,22.15,Paid Ads,United States
INV902302,2024-08-10,C101242,Sports & Outdoors,3,96.8,Referral,united kingdom
INV901585,2024-07-25,C100839,Sports & Outdoors,5,37.74,Referral,UK
INV901455,2023-03-23,C100777,Office Supplies,2,34.24,Paid Ads,Ireland
INV903082,2024-05-17,C101661,Electronics,5,419.9,Email,DE
INV902348,2024-08-07,C101276,Books,1,5.92,Paid Ads,United Kingdom
INV900079,2024-03-19,C100042,Office Supplies,4,9.89,Organic Search,United Kingdom
INV901814,2024-04-28,C100965,Apparel,3,49.19,Referral, United Kingdom
INV901524,2024-06-09,C100808,Sports & Outdoors,4,190.07,Referral,france
INV902667,2024-11-18,C101439,Office Supplies,2,40.53,Organic Search,United States
INV902552,2024-06-03,C101370,Office Supplies,2,40.67,Email,United Kingdom
INV901139,2024-11-13,C100594,Home & Kitchen,1,134.99,Paid Ads,Germany
INV900421,2023-05-27,C100223,Home & Kitchen,4,41.26,Organic Search,France
INV901552,2024-07-21,C100821,Sports & Outdoors,1,117.55,Organic Search,united states
INV900133,2023-11-24,C100064,Apparel,2,28.35,Social, United Kingdom
INV900089,2024-09-18,C100044,Sports & Outdoors,3,96.8,Paid Ads,United Kingdom
INV901478,2023-12-17,C100784,Home & Kitchen,3,121.52,Organic Search,france
INV903262,2024-04-24,C101764,Sports & Outdoors,1,20.27,Paid Ads,UK
INV900351,2024-01-05,C100189,Apparel,5,79.95,Paid Ads, United Kingdom
INV901579,2023-04-18,C100833,Beauty,5,11.12,Organic Search, United Kingdom
INV902481,2024-12-23,C101334,Books,2,32.53,Email,United Kingdom
INV902225,2023-05-21,C101189,Apparel,1,20.03,Paid Ads,UK
INV902379,2024-07-15,,Home & Kitchen,4,23.9,Organic Search,Ireland
INV902710,2023-07-16,C101458,Apparel,3,68.59,Social,germany
INV901232,2023-11-04,C100647,Toys,1,38.8,Referral,Germany
INV900507,2024-09-28,C100260,Office Supplies,1,32.14,Organic Search,USA
INV900696,2023-03-18,C100358,Toys,3,44.69,Paid Ads,united kingdom
INV902439,2024-07-16,C101317,Office Supplies,3,41.08,Social,DE
INV901246,2024-12-20,C100654,Home & Kitchen,3,139.25,Organic Search,Germany
INV900298,2024-09-09,C100160,Electronics,5,52.05,Social,UK
INV901766,2023-12-14,C100938,Electronics,4,295.57,Referral,USA
INV901096,2023-05-19,C100573,Home & Kitchen,5,135.66,Paid Ads,france
INV900277,2024-07-12,C100145,Office Supplies,5,15.28,Paid Ads,DE
INV900310,2023-10-25,C100168,Sports & Outdoors,2,13.87,Organic Search,ireland
INV900166,2024-06-28,C100088,Apparel,5,23.17,Paid Ads,Ireland
INV902492,2024-02-14,C101339,Toys,1,46.53,Paid Ads,USA
INV902969,2023-07-12,C101591,Apparel,1,62.43,Paid Ads,UK
INV900784,2024-11-27,C100403,Office Supplies,2,14.71,Organic Search,United States
INV902934,2024-01-14,C101565,Beauty,3,14.22,Email,germany
INV901592,2023-08-28,C100844,Beauty,5,57.36,Email,united kingdom
INV902939,2024-02-26,C101567,Sports & Outdoors,5,47.18,Paid Ads,US
INV900040,2024-10-23,C100019,Office Supplies,3,16.75,Paid Ads,Germany
INV901063,2024-08-27,C100554,Home & Kitchen,1,96.65,Paid Ads, United Kingdom
INV900163,2023-10-24,C100087,Electronics,5,102.42,Organic Search,DE
INV901474,2023-09-04,C100783,Sports & Outdoors,4,84.0,Organic Search,DE
INV902010,2024-02-06,C101073,Beauty,4,10.18,Paid Ads,United States
INV900399,2023-03-01,C100216,Beauty,1,27.93,Organic Search, United Kingdom
INV901230,2023-08-03,C100645,Electronics,4,,Paid Ads,France
INV901463,2023-04-24,,Toys,5,23.21,Email,US
INV901562,2024-06-23,C100827,Electronics,1,229.16,Referral,united kingdom
INV901680,2023-09-22,C100883,Toys,2,14.22,Organic Search,france
INV903255,2023-07-26,C101762,Home & Kitchen,3,97.04,Paid Ads,united kingdom
INV903016,2024-01-14,C101626,Apparel,5,24.88,Social,United Kingdom
INV900640,2023-09-06,C100332,Apparel,5,59.7,Organic Search,United Kingdom
INV901221,2024-11-03,C100640,Beauty,2,9.18,Referral,UK
INV902711,2023-08-02,C101458,Office Supplies,4,4.88,Social,germany
INV902395,2024-12-23,C101297,Electronics,5,446.15,Paid Ads,Germany
INV901634,2024-11-20,C100863,Apparel,3,40.51,Organic Search,united kingdom
INV901125,2024-08-09,C100586,Electronics,1,352.55,Social,france
INV902445,2024-04-04,C101318,Apparel,2,41.27,Social,UK
INV901829,2023-07-19,C100970,Apparel,3,53.47,Organic Search,UK
INV902135,2024-11-10,C101142,Home & Kitchen,2,57.36,Email,France
INV902019,2023-11-16,C101075,Sports & Outdoors,2,82.5,Organic Search,DE
INV900383,2023-12-23,C100208,Sports & Outdoors,1,139.77,Social,ireland
INV901064,2023-11-25,C100555,Books,2,8.36,Organic Search,united states
INV901369,2024-03-05,C100730,Beauty,3,53.3,Paid Ads,DE
INV901581,2024-05-08,C100836,Home & Kitchen,3,60.76,Referral,UK
INV901404,2024-09-09,,Books,3,18.74,Organic Search,UK
INV903208,2024-03-17,C101732,Apparel,3,55.5,Referral,United States
INV903150,2024-09-23,C101712,Toys,5,10.39,Paid Ads,US
INV902919,2023-06-23,C101555,Beauty,1,35.34,Paid Ads,United Kingdom
INV900494,2023-07-17,C100253,Beauty,2,50.46,Organic Search,Ireland
INV903218,2024-03-08,C101737,Electronics,4,421.26,Organic Search,united kingdom
INV902094,2024-03-27,C101115,Sports & Outdoors,1,73.54,Paid Ads,united kingdom
INV902236,2024-09-12,C101196,Electronics,4,398.1,Organic Search,united kingdom
INV900588,2024-12-12,C100302,Apparel,5,45.54,Referral,UK
INV901654,2024-10-17,C100874,Toys,5,33.44,Email,united kingdom
INV902512,2024-07-05,C101346,Beauty,4,39.27,Organic Search,United Kingdom
INV900567,2024-12-08,C100296,Office Supplies,5,31.65,Organic Search,France
INV902259,2024-11-22,C101209,Home & Kitchen,2,105.4,Organic Search,united states
INV900085,2024-03-13,C100043,Apparel,3,26.49,Paid Ads,United States
INV900090,2024-12-11,C100044,Office Supplies,5,37.79,Paid Ads,United Kingdom
INV902554,2024-01-05,C101371,Toys,4,35.23,Email,france
INV901076,2023-05-12,C100566,Home & Kitchen,4,25.33,Paid Ads,UK
INV902831,2024-12-19,C101509,Sports & Outdoors,3,26.62,Social,UK
INV903293,2023-03-05,C101782,Beauty,3,39.23,Organic Search,USA
INV901329,2023-03-10,C100704,Sports & Outdoors,2,73.36,Organic Search,US
INV903097,2024-04-04,C101671,Beauty,2,56.36,Paid Ads, United Kingdom
INV901803,2023-07-11,C100960,Toys,2,43.9,Paid Ads,united kingdom
INV900827,2024-09-18,C100420,Home & Kitchen,2,42.14,Paid Ads,United Kingdom
INV902924,2024-12-13,C101556,Home & Kitchen,1,22.69,Email,united kingdom
INV901020,2023-07-07,C100522,Apparel,1,54.71,Paid Ads,United States
INV902192,2023-11-13,C101178,Office Supplies,2,10.35,Organic Search,United Kingdom
INV901060,2023-07-03,C100553,Apparel,1,21.62,Social,Germany
INV900716,2024-12-28,C100374,Office Supplies,4,41.66,Organic Search,USA
INV900643,2023-12-17,C100332,Office Supplies,5,3.59,Organic Search,United Kingdom
INV901946,2024-08-23,C101033,Apparel,2,9.4,Referral,germany
INV903286,2023-05-27,C101777,Home & Kitchen,4,81.24,Referral,United Kingdom
INV902887,2023-04-03,C101535,Beauty,3,22.98,Social, United Kingdom
INV903176,2023-11-11,C101720,Books,2,15.1,Referral,United Kingdom
INV902458,2024-08-08,C101324,Apparel,5,33.57,Referral,United States
INV900749,2024-02-01,C100385,Electronics,1,168.92,Social,United Kingdom
INV903313,2023-11-22,C101794,Sports & Outdoors,5,53.18,Referral, United Kingdom
INV900882,2023-12-28,C100448,Books,2,6.88,Paid Ads,USA
INV901588,2023-07-20,C100840,Beauty,4,46.8,Organic Search,united states
INV903027,2023-12-22,C101632,Office Supplies,5,37.97,Email, United Kingdom
INV901794,2023-10-27,C100953,Toys,5,42.87,Referral,UK
INV900183,2024-05-17,C100097,Toys,5,33.87,Organic Search,UK
INV901446,2024-06-05,C100770,Apparel,3,37.54,Organic Search,DE
INV901760,2024-03-09,C100934,Office Supplies,3,14.21,Organic Search,Germany
INV902963,2023-11-03,C101585,Beauty,3,33.21,Paid Ads,united kingdom
INV903139,2024-11-17,C101705,Electronics,1,477.55,Organic Search,DE
INV902467,2024-03-19,C101328,Beauty,5,44.1,Organic Search,DE
INV902933,2023-12-03,C101565,Electronics,1,275.07,Email,germany
INV901113,2024-06-02,C100581,Electronics,1,391.85,Organic Search,united kingdom
INV902234,2024-07-04,C101196,Home & Kitchen,2,129.51,Organic Search,UK
INV900639,2024-07-07,C100330,Electronics,4,57.35,Organic Search,US
INV900350,2023-09-15,C100188,Apparel,5,35.99,Paid Ads,UK
INV902203,2024-02-22,C101183,Apparel,1,42.24,Organic Search,DE
INV902624,2024-12-08,C101412,Toys,2,45.47,Paid Ads,USA
INV900660,2024-09-25,C100347,Beauty,1,57.84,Organic Search,france
INV902863,2024-12-21,C101520,Toys,3,26.61,Organic Search,UK
INV902898,2023-02-28,C101542,Sports & Outdoors,-4,170.32,Organic Search,DE
INV900038,2024-08-03,C100018,Toys,1,44.2,Organic Search,United Kingdom
INV903050,2024-09-02,,Electronics,1,224.52,Organic Search,USA
INV903000,2024-04-26,C101613,Apparel,4,42.16,Organic Search,United States
INV902947,2024-08-28,C101572,Apparel,2,62.95,Email,United States
INV901567,2023-08-25,C100830,Electronics,4,578.55,Social,united kingdom
INV901382,2024-12-04,C100740,Electronics,4,542.14,Referral,United Kingdom
INV901786,2024-11-21,C100949,Books,5,25.26,Referral,USA
INV901494,2024-05-21,C100795,Office Supplies,4,27.09,Paid Ads,US
INV903133,2023-08-05,C101701,Electronics,2,389.41,Email,United States
INV902201,2023-09-18,,Apparel,4,16.93,Organic Search,Germany
INV900879,2024-11-08,C100447,Toys,3,13.11,Paid Ads,France
INV903268,2023-11-10,,Home & Kitchen,2,102.65,Referral,UK
INV900896,2023-12-14,C100454,Home & Kitchen,2,71.86,Referral, United Kingdom
INV902123,2024-05-01,C101134,Office Supplies,3,4.52,Organic Search,United Kingdom
INV900752,2023-04-25,C100389,Electronics,4,428.8,Paid Ads,Ireland
INV902928,2024-01-17,C101561,Toys,5,46.51,Email,USA
INV902248,2024-11-10,C101202,Home & Kitchen,4,74.02,Referral,france
INV901745,2024-06-11,C100922,Apparel,2,38.22,Paid Ads,Germany
INV901318,2024-09-11,C100694,Home & Kitchen,1,123.48,Referral,US
INV900269,2023-07-07,C100142,Office Supplies,4,40.2,Email,DE
INV901685,2024-08-02,C100884,Apparel,2,63.79,Organic Search,Ireland
INV901593,2023-09-20,C100844,Home & Kitchen,3,117.82,Email,united kingdom
INV902289,2024-12-15,C101232,Books,5,7.11,Social,DE
INV902121,2024-04-24,C101133,Beauty,2,18.65,Paid Ads,Germany
INV902337,2023-12-14,C101270,Beauty,5,10.22,Paid Ads,Ireland
INV902806,2024-04-18,C101497,Sports & Outdoors,1,167.16,Organic Search,US
INV901133,2024-11-20,C100590,Electronics,5,89.52,Organic Search,UK
INV900579,2023-08-06,C100300,Home & Kitchen,2,137.93,Paid Ads,United States
INV900428,2024-12-01,C100225,Beauty,5,55.68,Paid Ads,Germany
INV902886,2024-09-12,C101533,Toys,-2,11.44,Paid Ads,united states
INV902542,2023-07-07,C101363,Books,4,33.27,Organic Search,DE
INV901542,2023-08-24,C100817,Beauty,5,42.42,Email, United Kingdom
INV901802,2024-10-21,C100958,Office Supplies,3,29.15,Organic Search,United States
INV900713,2023-11-15,C100372,Sports & Outdoors,1,70.38,Paid Ads,US
INV902322,2023-12-05,C101262,Home & Kitchen,4,95.84,Paid Ads,france
INV901331,2024-06-14,C100704,Electronics,2,237.37,Organic Search,US
INV902107,2024-02-13,C101122,Electronics,3,336.68,Organic Search,germany
INV901452,2024-11-10,C100774,Books,3,22.74,Referral,DE
INV902243,2024-06-28,C101201,Office Supplies,5,30.44,Organic Search,United States
INV903119,2024-04-12,C101687,Electronics,2,118.62,Organic Search,UK
INV901970,2024-11-14,C101045,Apparel,3,73.25,Social,france
INV901345,2024-10-23,C100712,Beauty,2,23.08,Referral,Germany
INV900826,2024-08-08,C100420,Beauty,3,49.62,Paid Ads,United Kingdom
INV903250,2023-12-12,,Apparel,1,77.93,Organic Search,united states
INV901954,2023-02-02,,Toys,1,23.23,Email,france
INV901718,2024-04-15,C100904,Toys,1,58.71,Email,ireland
INV902320,2024-08-12,C101259,Apparel,5,81.28,Organic Search,united kingdom
INV900190,2023-09-12,C100101,Sports & Outdoors,3,170.07,Paid Ads,germany
INV902344,2024-10-18,C101273,Toys,1,19.25,Organic Search,United Kingdom
INV901866,2023-12-19,C100991,Toys,4,37.69,Referral,france
INV901771,2023-09-15,C100941,Toys,5,15.08,Paid Ads, United Kingdom
INV900192,2024-06-01,C100102,Beauty,1,41.73,Organic Search,UK
INV900956,2023-07-19,C100496,Apparel,1,57.82,Paid Ads,Germany
INV902995,2024-11-17,C101608,Toys,5,13.37,Paid Ads,ireland
INV900974,2023-05-07,C100507,Books,3,13.43,Organic Search,UK
INV901044,2024-01-06,C100537,Apparel,1,61.79,Paid Ads,united kingdom
INV901853,2024-01-28,C100984,Beauty,3,51.2,Paid Ads, United Kingdom
INV900874,2024-08-11,C100445,Books,4,34.82,Email,france
INV900108,2024-07-02,C100053,Home & Kitchen,1,21.43,Organic Search,united kingdom
INV901667,2024-03-28,C100879,Toys,5,17.75,Paid Ads, United Kingdom
INV900303,2023-11-19,C100162,Home & Kitchen,3,12.79,Organic Search, United Kingdom
INV901541,2023-06-07,C100817,Toys,2,62.24,Email, United Kingdom
INV902988,2023-09-02,C101604,Sports & Outdoors,2,125.95,Organic Search,united kingdom
INV902807,2024-10-13,C101497,Sports & Outdoors,1,170.79,Organic Search,US
INV901159,2023-03-21,C100603,Toys,4,25.15,Paid Ads,Ireland
INV900679,2024-04-09,C100351,Beauty,1,29.13,Organic Search, United Kingdom
INV902161,2023-09-10,C101159,Electronics,2,397.62,Organic Search,United Kingdom
INV901925,2023-04-24,C101021,Sports & Outdoors,-4,57.15,Organic Search,Germany
INV902678,2023-05-17,C101445,Toys,4,42.34,Organic Search, United Kingdom
INV902706,2023-10-17,C101457,Beauty,2,28.23,Paid Ads, United Kingdom
INV900299,2024-03-12,C100161,Toys,5,8.98,Email,DE
INV903251,2023-12-21,,Books,3,20.47,Referral,Germany
INV901322,2024-04-22,C100697,Office Supplies,4,44.32,Organic Search,united kingdom
INV903136,2024-08-17,C101704,Office Supplies,3,34.57,Organic Search,germany
INV901042,2023-03-23,C100537,Beauty,2,43.63,Paid Ads, United Kingdom
INV901876,2023-12-13,C100997,Home & Kitchen,2,73.87,Organic Search,united kingdom
INV901057,2024-09-07,C100548,Apparel,-4,49.26,Email,USA
INV900348,2023-05-16,C100186,Books,2,19.38,Referral,united kingdom
INV901059,2023-11-22,C100551,Office Supplies,5,32.02,Email,Germany
INV901758,2023-06-22,C100932,Toys,3,36.25,Paid Ads,DE
INV901198,2024-01-18,C100624,Beauty,2,49.6,Email,france
INV902753,2024-09-22,C101474,Toys,3,39.89,Paid Ads,united states
INV901143,2024-12-24,C100595,Books,4,10.01,Email,Ireland
INV901184,2024-11-03,C100615,Sports & Outdoors,2,104.1,Organic Search, United Kingdom
INV900068,2023-07-04,C100038,Home & Kitchen,-2,58.95,Referral,France
INV900908,2024-05-16,C100463,Beauty,5,20.15,Organic Search,France
INV901632,2024-10-21,,Sports & Outdoors,1,144.05,Organic Search,united kingdom
INV902413,2024-08-28,C101304,Toys,1,1732.3179401671603,Paid Ads,germany
INV902821,2023-12-18,C101504,Sports & Outdoors,4,117.31,Referral,USA
INV901497,2024-07-05,C100797,Toys,3,31.98,Referral,United States
INV901333,2023-02-04,C100706,Electronics,3,440.13,Social,germany
INV901177,2023-10-16,C100613,Apparel,4,66.14,Email,france
INV901551,2024-04-01,C100821,Office Supplies,5,17.77,Organic Search,USA
INV901626,2024-08-22,C100860,Books,4,16.84,Paid Ads,France
INV901410,2024-10-22,C100754,Toys,5,43.59,Social,ireland
INV901976,2023-11-26,C101051,Beauty,5,55.4,Organic Search,DE
INV902225,2023-05-21,C101189,Electronics,4,515.13,Paid Ads,UK
INV901303,2024-01-13,C100687,Office Supplies,5,8.25,Paid Ads,Ireland
INV900487,2023-05-24,C100250,Home & Kitchen,4,27.03,Organic Search,UK
INV901210,2024-03-01,C100635,Office Supplies,5,43.75,Paid Ads,UK
INV901134,2024-11-25,C100590,Sports & Outdoors,1,111.6,Organic Search,united kingdom
INV900538,2023-10-23,C100278,Sports & Outdoors,5,141.57,Organic Search,France
INV900812,2023-04-11,C100413,Apparel,2,89.78,Organic Search,France
INV902405,2024-07-17,C101300,Office Supplies,1,19.48,Organic Search,France
INV900371,2023-08-28,C100200,Books,3,22.98,Organic Search,united kingdom
INV901259,2023-05-21,C100660,Apparel,3,34.93,Social,united kingdom
INV903085,2023-12-09,C101663,Sports & Outdoors,5,171.84,Paid Ads,Ireland
INV902877,2024-07-09,C101529,Beauty,1,49.63,Referral,United Kingdom
INV901912,2024-04-07,C101012,Sports & Outdoors,3,124.29,Social,Ireland
INV902969,2023-07-12,C101591,Toys,2,38.48,Paid Ads,UK
INV903063,2023-04-25,C101654,Office Supplies,3,40.36,Organic Search,united states
INV901212,2023-07-07,C100636,Office Supplies,3,3.25,Referral,Germany
INV901176,2024-11-11,C100612,Beauty,5,6.2,Email,Germany
INV902321,2024-09-27,C101260,Beauty,-5,47.14,Paid Ads,united kingdom
INV900277,2024-07-12,C100145,Office Supplies,5,24.22,Paid Ads,DE
INV900719,2023-04-22,C100375,Sports & Outdoors,2,38.61,Paid Ads,Ireland
INV902591,2023-07-04,C101394,Electronics,2,141.47,Organic Search,united kingdom
INV900213,2023-11-25,C100114,Home & Kitchen,3,22.32,Paid Ads, United Kingdom
INV901292,2023-12-24,C100678,Home & Kitchen,2,42.29,Social,DE
INV900573,2024-02-28,C100297,Books,1,14.71,Email,United Kingdom
INV901058,2024-02-21,C100549,Toys,3,33.27,Organic Search,DE
INV901559,2024-03-12,C100826,Books,1,18.39,Paid Ads,united kingdom
INV902245,2024-08-24,C101202,Apparel,1,74.7,Referral,France
INV903312,2024-11-16,C101791,Sports & Outdoors,4,127.67,Paid Ads,united states
INV902050,2023-12-03,C101090,Office Supplies,3,11.61,Organic Search,United Kingdom
INV902430,2024-08-03,,Apparel,4,88.36,Social,Germany
INV902596,2023-09-03,,Electronics,4,521.44,Organic Search,france
INV901811,2024-01-08,C100965,Toys,4,49.6,Referral,United Kingdom
INV902894,2024-05-15,,Books,5,6.95,Referral,france
INV902750,2023-05-22,C101473,Office Supplies,3,34.28,Organic Search,United Kingdom
INV901905,2023-05-02,C101012,Electronics,1,214.08,Social,Ireland
INV900558,2024-06-15,C100290,Home & Kitchen,5,28.29,Paid Ads,USA
INV900982,2024-08-03,C100508,Toys,2,58.66,Referral,United Kingdom
INV901534,2024-01-25,C100813,Home & Kitchen,3,125.42,Referral,ireland
INV900994,2024-10-01,C100514,Toys,1,54.4,Organic Search, United Kingdom
INV902323,2023-12-15,,Toys,5,55.79,Paid Ads,france
INV900140,2023-12-22,C100072,Beauty,5,54.52,Organic Search,USA
INV900564,2024-06-23,C100296,Sports & Outdoors,1,194.37,Organic Search,France
INV903067,2023-05-27,C101655,Electronics,1,158.4,Email,France
INV900922,2024-05-21,C100476,Electronics,5,244.39,Email,United States
INV902675,2023-05-13,C101444,Apparel,1,34.9,Email,DE
INV902430,2024-08-03,C101314,Electronics,2,94.38,Social,Germany
INV903216,2023-06-28,C101737,Beauty,3,32.43,Organic Search,United Kingdom
INV900479,2024-12-26,C100245,Books,3,16.21,Paid Ads,UK
INV900896,2023-12-14,C100454,Home & Kitchen,3,103.78,Referral, United Kingdom
INV902724,2023-03-12,C101463,Electronics,2,431.39,Referral,united kingdom
INV902968,2023-03-18,C101589,Home & Kitchen,3,110.53,Email,France
INV900200,2024-12-09,C100104,Apparel,2,21.55,Email,UK
INV901520,2023-10-06,C100807,Office Supplies,2,17.3,Paid Ads,united states
INV901708,2024-02-23,C100895,Home & Kitchen,5,68.88,Organic Search,Ireland
INV903205,2024-10-12,C101731,Apparel,4,36.72,Paid Ads,Ireland
INV900012,2023-11-05,C100006,Beauty,5,53.22,Paid Ads,USA
INV900814,2023-05-28,C100413,Books,3,22.44,Organic Search,france
INV903318,2023-12-12,C101795,Electronics,4,204.24,Organic Search, United Kingdom
INV902257,2023-10-02,C101208,Apparel,3,48.78,Paid Ads,Germany
INV902953,2024-07-05,C101577,Office Supplies,3,20.04,Organic Search,USA
INV901199,2024-11-21,C100624,Sports & Outdoors,5,143.67,Email,france
INV903050,2024-09-02,C101649,Books,5,14.32,Organic Search,USA
INV902202,2023-10-04,C101183,Books,5,21.02,Organic Search,DE
INV902944,2023-12-16,C101571,Beauty,5,24.98,Referral,Germany
