CustomerID,Channel,Recency,Frequency,Monetary,Segment
C100753,Organic Search,8,4,3026.63,Loyal Regulars
C100754,Social,68,2,1936.0,Loyal Regulars
C100755,Paid Ads,254,1,553.46,At Risk
C100757,Referral,282,4,2204.57,Champions
C100758,Paid Ads,538,1,1261.0800000000002,At Risk
C100759,Organic Search,79,2,1191.53,At Risk
C100761,Email,34,7,2993.15,Loyal Regulars
C100762,Referral,168,1,169.07999999999998,Hibernating / Lost
C100763,Organic Search,31,3,518.66,Loyal Regulars
C100764,Social,226,1,2248.73,At Risk
C100765,Referral,23,4,584.42,Loyal Regulars
C100766,Referral,128,3,2344.49,Champions
C100767,Organic Search,143,3,3095.4500000000003,Champions
C100768,Organic Search,72,1,361.12,Hibernating / Lost
C100769,Referral,389,1,250.55,Hibernating / Lost
C100770,Organic Search,207,3,486.15,At Risk
C100771,Email,125,1,611.14,At Risk
C100772,Referral,687,1,182.70999999999998,Hibernating / Lost
C100773,Organic Search,300,1,747.5,At Risk
C100774,Referral,49,2,1470.15,Loyal Regulars
C100776,Email,466,2,439.26,At Risk
C100777,Paid Ads,647,1,68.48,Hibernating / Lost
C100778,Referral,469,2,998.8100000000001,At Risk
C100779,Paid Ads,207,1,397.86,At Risk
C100780,Email,98,3,2202.67,Champions
C100781,Referral,264,1,63.4,Hibernating / Lost
C100782,Email,477,4,1134.92,Champions
C100783,Organic Search,357,9,4371.14,Champions
C100784,Organic Search,137,6,4950.03,Champions
C100786,Paid Ads,402,2,717.99,At Risk
C100787,Paid Ads,111,1,463.01,At Risk
C100789,Paid Ads,695,1,74.61,Hibernating / Lost
C100790,Referral,510,2,345.11,At Risk
C100791,Social,250,2,1074.13,At Risk
C100793,Email,194,1,843.4100000000001,At Risk
C100794,Email,43,2,539.8,Loyal Regulars
C100795,Paid Ads,222,1,383.66,At Risk
C100796,Organic Search,111,1,118.09,Hibernating / Lost
C100797,Referral,157,2,601.1,At Risk
C100798,Social,404,2,1362.47,At Risk
C100799,Email,354,4,1346.35,Champions
C100800,Social,194,1,741.19,At Risk
C100801,Social,496,1,297.1,Hibernating / Lost
C100802,Paid Ads,10,5,4772.87,Loyal Regulars
C100803,Email,131,3,4963.59,Champions
C100805,Social,131,1,2122.75,At Risk
C100806,Organic Search,400,1,347.0,Hibernating / Lost
C100807,Paid Ads,379,6,6537.22,Champions
C100808,Referral,164,4,2181.63,Champions
C100811,Paid Ads,65,4,3629.3099999999995,Champions
C100812,Social,66,1,31.68,Hibernating / Lost
C100813,Referral,339,4,2983.67,Champions
C100814,Organic Search,233,2,737.07,At Risk
C100815,Referral,84,1,149.06,Hibernating / Lost
C100816,Paid Ads,550,2,2124.46,At Risk
C100817,Email,359,4,2717.68,Champions
C100818,Email,107,3,3556.81,Champions
C100820,Organic Search,685,2,719.13,At Risk
C100821,Organic Search,161,4,1500.14,Champions
C100824,Paid Ads,36,3,1788.17,Loyal Regulars
C100825,Organic Search,662,3,2447.25,Champions
C100826,Paid Ads,13,3,3008.73,Loyal Regulars
C100827,Referral,136,2,2945.8599999999997,At Risk
C100829,Paid Ads,281,1,257.38,Hibernating / Lost
C100830,Social,267,5,4475.799999999999,Champions
C100831,Organic Search,370,5,1943.7,Champions
C100832,Email,314,3,574.6,At Risk
C100833,Organic Search,621,1,91.92999999999999,Hibernating / Lost
C100834,Referral,190,1,782.53,At Risk
C100836,Referral,9,2,1588.1000000000001,Loyal Regulars
C100837,Organic Search,162,1,2754.27,At Risk
C100838,Paid Ads,709,1,134.75,Hibernating / Lost
C100839,Referral,38,3,2106.59,Loyal Regulars
C100840,Organic Search,528,1,271.28,Hibernating / Lost
C100843,Social,231,1,294.38,Hibernating / Lost
C100844,Email,381,5,3505.15,Champions
C100845,Email,388,2,688.96,At Risk
C100846,Email,622,1,47.89,Hibernating / Lost
C100847,Paid Ads,193,1,674.3799999999999,At Risk
C100848,Paid Ads,9,2,1773.4299999999998,Loyal Regulars
C100849,Paid Ads,358,1,456.2,At Risk
C100850,Email,9,1,468.12,Loyal Regulars
C100851,Organic Search,97,4,560.9,Champions
C100852,Referral,52,4,1168.28,Loyal Regulars
C100853,Referral,398,3,177.35000000000002,Hibernating / Lost
C100854,Paid Ads,321,1,81.18,Hibernating / Lost
C100856,Organic Search,441,3,2336.1899999999996,Champions
C100857,Social,534,1,204.81,Hibernating / Lost
C100858,Social,72,4,1530.35,Champions
C100859,Social,240,1,88.43,Hibernating / Lost
C100860,Paid Ads,107,2,918.5,At Risk
C100861,Organic Search,143,1,12.46,Hibernating / Lost
C100863,Organic Search,15,7,3344.92,Loyal Regulars
C100865,Organic Search,10,5,3753.54,Loyal Regulars
C100866,Social,173,1,1126.34,At Risk
C100867,Organic Search,237,1,436.64,At Risk
C100868,Organic Search,81,3,3439.1000000000004,Champions
C100869,Referral,18,3,5673.0,Loyal Regulars
C100872,Email,17,2,174.05,Loyal Regulars
C100873,Referral,663,1,695.55,At Risk
C100874,Email,73,3,3613.3499999999995,Champions
C100875,Paid Ads,92,4,1818.69,Champions
C100876,Email,125,3,1931.2544,Champions
C100877,Paid Ads,82,4,5301.33,Champions
C100878,Paid Ads,386,1,2185.76,At Risk
C100879,Paid Ads,158,3,2541.274,Champions
C100880,Organic Search,374,4,1393.07,Champions
C100881,Referral,189,1,163.75,Hibernating / Lost
C100882,Organic Search,31,2,2505.4900000000002,Loyal Regulars
C100883,Organic Search,113,5,3145.85,Champions
C100884,Organic Search,55,6,6309.76,Champions
C100885,Referral,94,3,2765.02,Champions
C100886,Paid Ads,193,3,753.06,Champions
C100887,Email,269,5,1390.3899999999999,Champions
C100890,Referral,498,2,799.48,At Risk
C100892,Organic Search,73,4,3156.8,Champions
C100893,Email,137,1,1091.97,At Risk
C100894,Social,40,1,437.65,Hibernating / Lost
C100895,Organic Search,285,2,463.80999999999995,At Risk
C100896,Paid Ads,337,1,1053.76,At Risk
C100897,Organic Search,223,1,366.42,Hibernating / Lost
C100899,Email,73,1,985.1,At Risk
C100900,Email,703,1,229.95,Hibernating / Lost
C100901,Email,650,1,2278.4,At Risk
C100902,Organic Search,311,2,249.53,Hibernating / Lost
C100904,Email,88,4,5041.87,Champions
C100906,Organic Search,340,2,1662.19,At Risk
C100908,Paid Ads,508,1,2349.11,At Risk
C100909,Organic Search,621,1,1336.5,At Risk
C100910,Organic Search,145,6,3518.94,Champions
C100911,Paid Ads,368,2,556.34,At Risk
C100913,Organic Search,139,1,39.69,Hibernating / Lost
C100914,Referral,379,2,597.8399999999999,At Risk
C100916,Referral,209,3,1681.25,Champions
C100917,Paid Ads,165,1,39.39,Hibernating / Lost
C100920,Social,119,4,1241.43,Champions
C100922,Paid Ads,201,1,655.8399999999999,At Risk
C100923,Email,368,1,33.85,Hibernating / Lost
C100924,Email,154,4,1834.28,Champions
C100925,Organic Search,14,2,919.8135,Loyal Regulars
C100926,Paid Ads,337,1,143.71,Hibernating / Lost
C100930,Paid Ads,235,4,2685.64,Champions
C100932,Paid Ads,55,2,723.62,Loyal Regulars
C100934,Organic Search,295,1,329.12,Hibernating / Lost
C100935,Organic Search,161,1,1903.98,At Risk
C100936,Organic Search,585,2,1771.5,At Risk
C100937,Paid Ads,667,1,1329.98,At Risk
C100938,Referral,134,5,4567.46,Champions
C100940,Organic Search,307,1,785.19,At Risk
C100941,Paid Ads,154,5,1517.91,Champions
C100943,Social,351,1,232.07999999999998,Hibernating / Lost
C100944,Organic Search,612,1,1514.814,At Risk
C100945,Email,436,1,932.9499999999999,At Risk
C100947,Email,409,3,299.35,At Risk
C100948,Paid Ads,123,1,780.77,At Risk
C100949,Referral,38,4,2897.37,Loyal Regulars
C100950,Organic Search,63,2,207.39,Hibernating / Lost
C100951,Social,464,1,1032.04,At Risk
C100952,Paid Ads,235,1,2466.82,At Risk
C100953,Referral,72,6,4478.17,Champions
C100955,Social,28,1,287.45,Hibernating / Lost
C100956,Organic Search,315,3,527.27,At Risk
C100958,Organic Search,69,1,87.44999999999999,Hibernating / Lost
C100960,Paid Ads,537,1,825.26,At Risk
C100961,Social,1,1,806.97,Loyal Regulars
C100963,Paid Ads,147,3,4761.9,Champions
C100964,Email,126,2,4342.47,Champions
C100965,Referral,184,7,4017.75,Champions
C100967,Organic Search,224,3,1070.661,Champions
C100969,Referral,402,7,2839.29,Champions
C100970,Organic Search,529,3,2245.35,Champions
C100973,Social,254,1,266.74,Hibernating / Lost
C100974,Social,581,4,1116.52,Champions
C100975,Referral,117,4,2151.2000000000003,Champions
C100976,Organic Search,372,3,3199.57,Champions
C100980,Paid Ads,260,2,543.25,At Risk
C100981,Email,84,1,589.615,At Risk
C100982,Paid Ads,378,2,1317.82,At Risk
C100983,Email,5,5,2376.6800000000003,Loyal Regulars
C100984,Paid Ads,194,5,1955.3500000000001,Champions
C100985,Paid Ads,330,1,61.76,Hibernating / Lost
C100987,Organic Search,445,3,3619.7599999999998,Champions
C100988,Referral,520,2,1268.99,At Risk
C100990,Organic Search,265,3,1173.04,Champions
C100991,Referral,328,2,540.7,At Risk
C100992,Paid Ads,600,1,72.30000000000001,Hibernating / Lost
C100994,Organic Search,123,2,1391.68,At Risk
C100995,Organic Search,138,4,2555.76,Champions
C100996,Email,421,1,111.68,Hibernating / Lost
C100997,Organic Search,381,2,1501.14,At Risk
C100998,Organic Search,10,2,1178.29,Loyal Regulars
C101001,Organic Search,249,1,147.25,Hibernating / Lost
C101002,Referral,390,1,550.6500000000001,At Risk
C101003,Organic Search,76,3,1351.82,Champions
C101004,Email,543,1,555.99,At Risk
C101005,Paid Ads,70,2,2130.55,Loyal Regulars
C101006,Paid Ads,12,1,256.27,Loyal Regulars
C101007,Organic Search,200,2,1191.38,At Risk
C101008,Referral,246,2,993.6300000000001,At Risk
C101009,Referral,389,1,55.260000000000005,Hibernating / Lost
C101010,Organic Search,28,5,3517.2500000000005,Loyal Regulars
C101011,Organic Search,138,6,4095.13,Champions
C101012,Social,16,11,5770.47,Loyal Regulars
C101013,Paid Ads,15,5,1158.99,Loyal Regulars
C101017,Email,391,1,46.010000000000005,Hibernating / Lost
C101018,Paid Ads,662,1,564.71,At Risk
C101019,Social,385,2,435.06,At Risk
C101021,Organic Search,615,1,1051.3600000000001,At Risk
C101022,Paid Ads,79,2,1773.3999999999999,At Risk
C101025,Organic Search,297,6,4048.29,Champions
C101027,Email,388,2,1356.57,At Risk
C101028,Organic Search,386,1,1664.04,At Risk
C101029,Paid Ads,362,3,2073.3289999999997,Champions
C101030,Email,342,5,2552.78,Champions
C101032,Referral,209,1,1386.4,At Risk
C101033,Referral,128,1,254.70000000000002,Hibernating / Lost
C101034,Email,181,3,4462.34,Champions
C101035,Organic Search,130,4,1619.8600000000001,Champions
C101037,Email,235,3,3515.34,Champions
C101038,Organic Search,474,1,651.71,At Risk
C101039,Organic Search,16,4,1501.45,Loyal Regulars
C101043,Organic Search,370,3,3212.4500000000003,Champions
C101044,Referral,258,1,262.46000000000004,Hibernating / Lost
C101045,Social,33,6,2351.49,Loyal Regulars
C101049,Social,526,1,709.32,At Risk
C101050,Social,325,1,111.16,Hibernating / Lost
C101051,Organic Search,84,5,2667.2,Champions
C101052,Referral,240,2,573.81,At Risk
C101053,Social,52,2,1754.09,Loyal Regulars
C101054,Social,343,3,1876.53,Champions
C101059,Email,345,3,1747.53,Champions
C101060,Email,225,2,810.51,At Risk
C101063,Organic Search,37,3,1685.09,Loyal Regulars
C101064,Email,218,3,643.84,At Risk
C101066,Email,44,4,3932.77,Loyal Regulars
C101067,Referral,100,3,791.0899999999999,Champions
C101068,Paid Ads,511,1,974.93,At Risk
C101071,Social,266,4,2490.61,Champions
C101072,Email,218,1,42.24,Hibernating / Lost
C101073,Paid Ads,156,2,998.42,At Risk
C101074,Organic Search,418,1,142.05,Hibernating / Lost
C101075,Organic Search,109,10,3492.11,Champions
C101076,Paid Ads,280,2,467.43,At Risk
C101077,Social,492,3,4100.8,Champions
C101079,Organic Search,114,3,1131.9399999999998,Champions
C101080,Referral,39,3,2057.2,Loyal Regulars
C101082,Referral,25,2,3124.1,Loyal Regulars
C101083,Organic Search,298,3,3345.16,Champions
C101084,Email,53,2,3017.4800000000005,Loyal Regulars
C101085,Social,129,1,439.96000000000004,At Risk
C101086,Organic Search,118,2,589.51,At Risk
C101087,Email,1,1,343.52,Loyal Regulars
C101089,Organic Search,367,3,615.74,At Risk
C101090,Organic Search,228,4,1440.9199999999998,Champions
C101091,Email,371,1,419.17,At Risk
C101096,Organic Search,19,5,3698.39,Loyal Regulars
C101098,Referral,660,2,773.06,At Risk
C101100,Referral,15,5,2849.0699999999997,Loyal Regulars
C101101,Paid Ads,53,3,581.09,Loyal Regulars
C101102,Social,171,1,253.42,Hibernating / Lost
C101103,Email,622,1,68.88,Hibernating / Lost
C101105,Referral,385,2,3487.2200000000003,At Risk
C101106,Paid Ads,597,1,140.12,Hibernating / Lost
C101107,Organic Search,22,3,4294.679999999999,Loyal Regulars
C101109,Email,353,5,3191.12,Champions
C101110,Organic Search,350,1,268.0,Hibernating / Lost
C101112,Organic Search,7,5,1579.1,Loyal Regulars
C101113,Paid Ads,552,2,931.09,At Risk
C101114,Paid Ads,367,1,711.86,At Risk
C101115,Paid Ads,277,3,1916.96,Champions
C101116,Organic Search,87,2,1138.1100000000001,At Risk
C101118,Email,47,3,2990.52,Loyal Regulars
C101119,Paid Ads,276,2,4551.1,Champions
C101120,Email,709,2,3728.24,At Risk
C101121,Organic Search,355,2,2978.2,At Risk
C101122,Organic Search,50,3,2340.38,Loyal Regulars
C101123,Organic Search,278,2,559.9,At Risk
C101124,Paid Ads,97,2,252.20000000000002,Hibernating / Lost
C101125,Paid Ads,140,2,447.99,At Risk
C101126,Referral,176,2,35.67,Hibernating / Lost
C101127,Paid Ads,176,2,658.41,At Risk
C101131,Paid Ads,282,2,252.88,Hibernating / Lost
C101133,Paid Ads,249,1,255.14999999999998,Hibernating / Lost
C101134,Organic Search,178,3,703.29,Champions
C101135,Referral,542,2,2388.5099999999998,At Risk
C101136,Social,160,1,35.2,Hibernating / Lost
C101137,Organic Search,191,2,1108.1599999999999,At Risk
C101138,Email,131,3,1023.54,Champions
C101142,Email,40,3,3249.98,Loyal Regulars
C101143,Social,164,1,123.72,Hibernating / Lost
C101144,Social,210,2,2003.6899999999998,At Risk
C101148,Organic Search,27,2,3352.69,Loyal Regulars
C101149,Paid Ads,113,1,1076.13,At Risk
C101150,Social,391,2,1623.62,At Risk
C101152,Paid Ads,293,5,4432.7,Champions
C101153,Referral,8,3,1406.62,Loyal Regulars
C101154,Paid Ads,374,5,7892.150000000001,Champions
C101156,Social,46,2,297.55,Loyal Regulars
C101157,Paid Ads,193,1,821.52,At Risk
C101159,Organic Search,177,7,3025.08,Champions
C101161,Organic Search,134,1,1316.8700000000001,At Risk
C101162,Paid Ads,104,4,2072.8305,Champions
C101163,Organic Search,409,1,106.18,Hibernating / Lost
C101166,Paid Ads,666,4,813.4761,Champions
C101167,Social,350,3,324.18,At Risk
C101170,Referral,238,1,1535.96,At Risk
C101171,Paid Ads,338,1,419.6,At Risk
C101174,Paid Ads,313,1,312.73,Hibernating / Lost
C101176,Social,249,4,2505.69,Champions
C101177,Organic Search,319,4,4435.91,Champions
C101178,Organic Search,389,3,1266.56,Champions
C101179,Organic Search,20,2,1619.66,Loyal Regulars
C101180,Paid Ads,159,2,436.5,At Risk
C101182,Email,187,3,1711.6499999999999,Champions
C101183,Organic Search,42,5,2075.46,Loyal Regulars
C101184,Email,113,5,1341.15,Champions
C101185,Organic Search,16,6,2648.9700000000003,Loyal Regulars
C101187,Paid Ads,196,4,1900.74,Champions
C101188,Email,368,1,21.74,Hibernating / Lost
C101189,Paid Ads,513,5,3701.13,Champions
C101191,Referral,163,4,1488.1200000000001,Champions
C101194,Social,411,1,1819.41,At Risk
C101196,Organic Search,108,5,7837.43,Champions
C101197,Paid Ads,84,1,602.15,At Risk
C101200,Email,156,1,1041.85,At Risk
C101201,Organic Search,27,6,1620.5,Loyal Regulars
C101202,Referral,49,4,2306.25,Loyal Regulars
C101203,Social,94,1,132.32,Hibernating / Lost
C101204,Email,70,2,998.01,At Risk
C101206,Email,388,3,2924.09,Champions
C101207,Social,84,1,1069.83,At Risk
C101208,Paid Ads,454,2,650.28,At Risk
C101209,Organic Search,15,3,692.95,Loyal Regulars
C101211,Paid Ads,240,1,22.6,Hibernating / Lost
C101212,Organic Search,41,8,11011.41,Champions
C101213,Email,32,4,770.79,Loyal Regulars
C101216,Organic Search,411,1,301.43,Hibernating / Lost
C101220,Organic Search,207,3,1144.98,Champions
C101222,Organic Search,23,3,934.4399999999999,Loyal Regulars
C101224,Paid Ads,376,1,511.5,At Risk
C101226,Paid Ads,5,1,755.2,Loyal Regulars
C101228,Organic Search,590,1,685.5584,At Risk
C101230,Organic Search,93,4,1334.15,Champions
C101232,Social,14,1,74.04,Hibernating / Lost
C101233,Social,210,1,804.2,At Risk
C101237,Referral,294,7,5132.09,Champions
C101241,Paid Ads,145,4,1283.59,Champions
C101242,Referral,141,1,392.82,Hibernating / Lost
C101244,Organic Search,84,1,43.03,Hibernating / Lost
C101245,Social,43,5,1181.1100000000001,Loyal Regulars
C101246,Organic Search,160,1,540.39,At Risk
C101247,Social,174,2,383.08000000000004,At Risk
C101250,Email,582,1,546.69,At Risk
C101252,Referral,614,1,385.65,At Risk
C101254,Email,241,3,1114.23,Champions
C101255,Referral,619,1,184.18,Hibernating / Lost
C101257,Organic Search,231,1,3829.4,At Risk
C101258,Paid Ads,338,1,1330.68,At Risk
C101259,Organic Search,139,1,521.66,At Risk
C101260,Paid Ads,93,1,38.52,Hibernating / Lost
C101262,Paid Ads,147,3,1128.53,Champions
C101263,Paid Ads,220,1,335.76,Hibernating / Lost
C101264,Referral,254,5,1444.28,Champions
C101265,Organic Search,684,1,283.4,Hibernating / Lost
C101266,Referral,587,1,395.53,At Risk
C101268,Paid Ads,75,2,969.5799999999999,At Risk
C101269,Paid Ads,383,2,3533.3068000000003,At Risk
C101270,Paid Ads,179,2,191.62,Hibernating / Lost
C101271,Organic Search,652,1,219.66,Hibernating / Lost
C101273,Organic Search,72,5,2286.4500000000003,Champions
C101275,Paid Ads,20,2,3071.19,Loyal Regulars
C101276,Paid Ads,86,3,1962.815,Champions
C101277,Referral,35,3,2617.81,Loyal Regulars
C101278,Organic Search,483,2,1374.02,At Risk
C101279,Social,163,1,477.15999999999997,At Risk
C101280,Referral,196,2,175.37,Hibernating / Lost
C101281,Social,176,2,5224.72,Champions
C101283,Organic Search,171,3,2452.17,Champions
C101285,Organic Search,339,6,3402.94,Champions
C101287,Paid Ads,387,1,183.14000000000001,Hibernating / Lost
C101288,Organic Search,167,9,5824.38,Champions
C101290,Organic Search,368,2,338.49,At Risk
C101291,Paid Ads,175,3,621.04,At Risk
C101292,Email,316,1,62.480000000000004,Hibernating / Lost
C101293,Organic Search,711,1,50.22,Hibernating / Lost
C101294,Paid Ads,134,1,154.63,Hibernating / Lost
C101295,Referral,42,1,77.8,Hibernating / Lost
C101296,Organic Search,145,6,2551.94,Champions
C101297,Paid Ads,6,1,2460.3,Loyal Regulars
C101298,Organic Search,234,4,2488.37,Champions
C101299,Email,475,4,3108.68,Champions
C101300,Organic Search,165,3,787.17,Champions
C101302,Referral,287,1,272.46,Hibernating / Lost
C101303,Organic Search,69,3,2043.09,Loyal Regulars
C101304,Paid Ads,123,3,4530.857000000001,Champions
C101306,Email,293,3,1631.15,Champions
C101307,Paid Ads,583,1,264.41,Hibernating / Lost
C101308,Organic Search,433,2,166.97,Hibernating / Lost
C101309,Organic Search,192,2,744.52,At Risk
C101310,Social,355,2,1592.8,At Risk
C101311,Paid Ads,536,1,1036.65,At Risk
C101312,Referral,128,2,2454.87,At Risk
C101313,Paid Ads,21,3,1305.63,Loyal Regulars
C101314,Social,148,1,283.46999999999997,Hibernating / Lost
C101315,Organic Search,367,3,2137.41,Champions
C101316,Organic Search,6,2,1151.07,Loyal Regulars
C101317,Social,166,4,1911.1499999999999,Champions
C101318,Social,23,7,3092.0299999999997,Loyal Regulars
C101319,Organic Search,149,3,2388.9900000000002,Champions
C101320,Paid Ads,263,1,82.2,Hibernating / Lost
C101321,Paid Ads,257,1,38.37,Hibernating / Lost
C101322,Paid Ads,340,2,1388.077,At Risk
C101323,Organic Search,32,4,3416.55,Loyal Regulars
C101324,Referral,39,3,887.86,Loyal Regulars
C101325,Organic Search,55,1,553.51,At Risk
C101326,Email,202,3,2394.44,Champions
C101327,Organic Search,571,2,1291.45,At Risk
C101328,Organic Search,165,3,855.8100000000001,Champions
C101329,Email,173,3,2013.37,Champions
C101330,Paid Ads,266,3,1163.88,Champions
C101331,Email,65,4,2353.91,Champions
C101334,Email,6,2,1202.7,Loyal Regulars
C101335,Referral,11,1,582.5799999999999,Loyal Regulars
C101337,Paid Ads,207,4,2681.21,Champions
C101338,Paid Ads,105,1,792.9100000000001,At Risk
C101339,Paid Ads,172,8,2035.33,Champions
C101340,Organic Search,7,7,2526.32,Loyal Regulars
C101341,Organic Search,126,2,1961.12,At Risk
C101342,Paid Ads,292,3,1014.96,Champions
C101343,Organic Search,242,2,2100.77,At Risk
C101345,Organic Search,95,2,387.75,At Risk
C101346,Organic Search,96,2,1307.41,At Risk
C101347,Email,50,4,3930.61,Loyal Regulars
C101348,Paid Ads,161,1,1084.54,At Risk
C101350,Paid Ads,156,2,672.1700000000001,At Risk
C101352,Paid Ads,389,1,598.0400000000001,At Risk
C101355,Paid Ads,454,1,376.78999999999996,At Risk
C101356,Social,252,5,4126.8,Champions
C101357,Referral,17,1,109.08,Hibernating / Lost
C101358,Organic Search,203,5,1946.94,Champions
C101359,Paid Ads,373,2,717.78,At Risk
C101360,Email,505,2,112.19,Hibernating / Lost
C101361,Social,634,1,100.35,Hibernating / Lost
C101362,Paid Ads,483,1,891.48,At Risk
C101363,Organic Search,405,6,2094.2400000000002,Champions
C101364,Paid Ads,381,1,680.53,At Risk
C101365,Organic Search,170,3,4835.49,Champions
C101366,Referral,505,1,946.58,At Risk
C101369,Referral,222,1,404.53999999999996,At Risk
C101370,Email,209,1,191.03,Hibernating / Lost
C101371,Email,28,4,1234.71,Loyal Regulars
C101372,Referral,27,5,2553.84,Loyal Regulars
C101373,Referral,283,2,1801.9199999999998,At Risk
C101374,Referral,186,1,122.4,Hibernating / Lost
C101375,Organic Search,110,1,292.08000000000004,Hibernating / Lost
C101376,Paid Ads,133,1,499.34999999999997,At Risk
C101377,Organic Search,18,3,1467.58,Loyal Regulars
C101379,Email,198,3,1033.42,Champions
C101386,Referral,1,2,628.58,Loyal Regulars
C101388,Organic Search,72,2,287.78000000000003,Hibernating / Lost
C101389,Organic Search,96,2,1230.24,At Risk
C101390,Social,384,2,3614.12,At Risk
C101391,Email,327,4,1609.78,Champions
C101392,Email,72,2,1281.49,Loyal Regulars
C101393,Organic Search,54,4,1952.07,Loyal Regulars
C101394,Organic Search,544,1,392.34,At Risk
C101396,Email,157,2,693.27,At Risk
C101397,Organic Search,82,1,27.89,Hibernating / Lost
C101398,Organic Search,116,3,1650.1,Champions
C101399,Email,45,4,1077.3500000000001,Loyal Regulars
C101400,Social,190,1,305.56,Hibernating / Lost
C101402,Paid Ads,521,1,710.9499999999999,At Risk
C101403,Paid Ads,99,3,2231.79,Champions
C101404,Paid Ads,116,3,3613.87,Champions
C101405,Paid Ads,423,1,530.77,At Risk
C101407,Paid Ads,170,1,554.6300000000001,At Risk
C101408,Paid Ads,38,4,2341.55,Loyal Regulars
C101409,Referral,398,5,1945.12,Champions
C101411,Organic Search,20,2,158.38,Loyal Regulars
C101412,Paid Ads,6,3,887.32,Loyal Regulars
C101414,Paid Ads,392,1,23.73,Hibernating / Lost
C101417,Referral,225,4,3651.4600000000005,Champions
C101418,Paid Ads,95,2,1755.04,At Risk
C101419,Social,337,1,693.53,At Risk
C101420,Organic Search,129,1,102.93,Hibernating / Lost
C101421,Organic Search,68,2,648.3,At Risk
C101422,Paid Ads,211,3,1080.13,Champions
C101423,Organic Search,71,5,6167.12,Champions
C101424,Organic Search,495,1,144.94,Hibernating / Lost
C101426,Organic Search,47,2,2761.0400000000004,Loyal Regulars
C101430,Paid Ads,100,2,296.19,At Risk
C101431,Paid Ads,484,6,1571.23,Champions
C101432,Referral,463,2,1756.66,At Risk
C101433,Organic Search,387,1,301.37,Hibernating / Lost
C101434,Paid Ads,168,3,1205.1100000000001,Champions
C101436,Referral,176,3,1738.75,Champions
C101438,Paid Ads,461,1,800.8,At Risk
C101439,Organic Search,41,2,387.90999999999997,Loyal Regulars
C101441,Organic Search,218,3,1143.46,Champions
C101442,Email,20,2,799.6,Loyal Regulars
C101443,Organic Search,431,1,150.27,Hibernating / Lost
C101444,Email,84,4,1187.9,Champions
C101445,Organic Search,592,1,801.6899999999999,At Risk
C101448,Organic Search,281,1,520.12,At Risk
C101449,Organic Search,233,9,4053.3,Champions
C101450,Organic Search,222,1,334.83,Hibernating / Lost
C101451,Referral,394,6,1314.838,Champions
C101452,Organic Search,533,4,743.09,Champions
C101454,Paid Ads,385,1,27.52,Hibernating / Lost
C101455,Referral,597,2,1133.48,At Risk
C101456,Paid Ads,9,3,2106.81,Loyal Regulars
C101457,Paid Ads,16,4,3413.29,Loyal Regulars
C101458,Social,163,5,3364.1800000000003,Champions
C101459,Organic Search,369,2,598.4,At Risk
C101460,Referral,7,3,1796.97,Loyal Regulars
C101461,Organic Search,542,1,2279.3,At Risk
C101462,Paid Ads,378,1,1615.4099999999999,At Risk
C101463,Referral,51,10,8045.98,Champions
C101464,Email,118,3,788.61,Champions
C101466,Organic Search,45,3,684.5699999999999,Loyal Regulars
C101467,Paid Ads,75,2,385.68,At Risk
C101468,Paid Ads,187,1,1255.94,At Risk
C101469,Paid Ads,539,1,326.37,Hibernating / Lost
C101470,Paid Ads,138,2,2831.9100000000003,At Risk
C101471,Paid Ads,228,1,593.47,At Risk
C101472,Organic Search,250,4,8348.67,Champions
C101473,Organic Search,393,2,1035.85,At Risk
C101474,Paid Ads,23,3,2734.0499999999997,Loyal Regulars
C101476,Referral,108,2,1815.74,At Risk
C101477,Email,386,3,3543.96,Champions
C101478,Organic Search,174,6,5512.68,Champions
C101479,Email,105,3,3638.25,Champions
C101481,Organic Search,127,2,904.2,At Risk
C101482,Organic Search,276,1,66.81,Hibernating / Lost
C101483,Organic Search,562,1,144.96,Hibernating / Lost
C101484,Organic Search,226,5,4681.429999999999,Champions
C101485,Referral,1,5,2454.98,Loyal Regulars
C101486,Social,248,7,2857.12,Champions
C101488,Email,380,3,2400.52,Champions
C101489,Organic Search,410,1,3177.04,At Risk
C101491,Referral,389,1,93.04,Hibernating / Lost
C101492,Paid Ads,531,4,2342.23,Champions
C101493,Organic Search,204,3,2204.7099999999996,Champions
C101494,Paid Ads,392,2,822.51,At Risk
C101495,Social,125,1,2339.31,At Risk
C101496,Organic Search,367,1,133.41,Hibernating / Lost
C101497,Organic Search,19,3,1189.21,Loyal Regulars
C101498,Organic Search,341,3,794.74,Champions
C101499,Paid Ads,62,2,1565.265,Loyal Regulars
C101500,Paid Ads,247,3,4487.98,Champions
C101501,Referral,556,1,740.52,At Risk
C101502,Referral,412,3,3193.0600000000004,Champions
C101504,Referral,368,2,2001.7700000000002,At Risk
C101506,Paid Ads,68,3,338.6,Loyal Regulars
C101507,Organic Search,428,1,96.57,Hibernating / Lost
C101509,Social,10,6,2937.7,Loyal Regulars
C101510,Email,3,3,1703.6299999999999,Loyal Regulars
C101511,Social,255,2,897.01,At Risk
C101512,Paid Ads,107,3,797.56,Champions
C101513,Paid Ads,351,2,841.5899999999999,At Risk
C101514,Paid Ads,382,5,4211.41,Champions
C101515,Organic Search,58,3,1424.01,Loyal Regulars
